func_ov000_020773c0 kind:function(thumb,size=0x44) addr:0x2077360
_ZNK10EquipSword9GetHitboxEP8Cylinder kind:function(arm,size=0x70) addr:0x20c017c
_ZN10EquipSword19func_ov000_020c024cEP5Vec3pi kind:function(arm,size=0xcc) addr:0x20c01ec
_ZN10EquipSword19func_ov000_020c0318EP5Vec3pi kind:function(arm,size=0x238) addr:0x20c02b8
_ZN10EquipSword19func_ov000_020c0550EP5Vec3pi kind:function(arm,size=0x9c) addr:0x20c04f0
_ZN10EquipSword19func_ov000_020c05ecEi kind:function(arm,size=0x5c) addr:0x20c058c
_ZN10EquipSword19func_ov000_020c0648Ev kind:function(arm,size=0x2c) addr:0x20c05e8
_ZN10EquipSword8vfunc_2cEv kind:function(arm,size=0x3c) addr:0x20c0614
_ZN10EquipSword19func_ov000_020c06b0Ei kind:function(arm,size=0x8) addr:0x20c0650
_Z19func_ov000_020c06b8v kind:function(arm,size=0x1c) addr:0x20c0658
_ZN11EquipShield8vfunc_00Ev kind:function(arm,size=0x4) addr:0x20c0674
_ZNK11EquipShield5GetIdEv kind:function(arm,size=0x8) addr:0x20c0678
_ZNK11EquipShield8IsUsableEi kind:function(arm,size=0x2c) addr:0x20c0680
_ZN11EquipShield19func_ov000_020c070cEjP5Vec3pi kind:function(arm,size=0x60) addr:0x20c06ac
_ZN11EquipShield8vfunc_10Ev kind:function(thumb,size=0x4) addr:0x20c070c
_ZN11EquipShield8vfunc_18Ev kind:function(arm,size=0x88) addr:0x20c0710
_ZN11EquipShield8vfunc_1cEv kind:function(arm,size=0xc) addr:0x20c0798
_ZN11EquipShield8vfunc_30Ev kind:function(arm,size=0x68) addr:0x20c07a4
_ZN11EquipShield8vfunc_38Ei kind:function(arm,size=0x21c) addr:0x20c080c
_ZNK11EquipShield9GetHitboxEP8Cylinder kind:function(arm,size=0xdc) addr:0x20c0a28
func_ov000_020c0b64 kind:function(arm,size=0x40) addr:0x20c0b04
func_ov000_020c0ba4 kind:function(arm,size=0x8) addr:0x20c0b44
func_ov000_020c0bac kind:function(arm,size=0x1c) addr:0x20c0b4c
func_ov000_020c0bc8 kind:function(arm,size=0x14) addr:0x20c0b68
func_ov000_020c0bdc kind:function(arm,size=0x2c) addr:0x20c0b7c
func_ov000_020c0c08 kind:function(thumb,size=0x28) addr:0x20c0ba8
func_ov000_020c0c30 kind:function(thumb,size=0x4) addr:0x20c0bd0
func_ov000_020c0c34 kind:function(thumb,size=0xc) addr:0x20c0bd4
func_ov000_020c0c40 kind:function(thumb,size=0x4) addr:0x20c0be0
func_ov000_020c0c44 kind:function(arm,size=0x2c) addr:0x20c0be4
func_ov000_020c0c70 kind:function(arm,size=0x2c) addr:0x20c0c10
func_ov000_020c0c9c kind:function(arm,size=0x2c) addr:0x20c0c3c
func_ov000_020c0cc8 kind:function(arm,size=0x54) addr:0x20c0c68
func_ov000_020c0d1c kind:function(arm,size=0x30) addr:0x20c0cbc
func_ov000_020c0d4c kind:function(arm,size=0x8) addr:0x20c0cec
func_ov000_020c0d54 kind:function(arm,size=0x14) addr:0x20c0cf4
func_ov000_020c0d68 kind:function(arm,size=0x8) addr:0x20c0d08
func_ov000_020c0d70 kind:function(arm,size=0x24) addr:0x20c0d10
func_ov000_020c0d94 kind:function(arm,size=0x70) addr:0x20c0d34
func_ov000_020c0e04 kind:function(arm,size=0x20) addr:0x20c0da4
func_ov000_020c0e24 kind:function(arm,size=0x38) addr:0x20c0dc4
func_ov000_020c0e5c kind:function(arm,size=0x38) addr:0x20c0dfc
func_ov000_020c0e94 kind:function(arm,size=0xc) addr:0x20c0e34
func_ov000_020c0ea0 kind:function(arm,size=0x20) addr:0x20c0e40
func_ov000_020c0ec0 kind:function(arm,size=0xc) addr:0x20c0e60
func_ov000_020c0ecc kind:function(arm,size=0x130) addr:0x20c0e6c
func_ov000_020c0ffc kind:function(arm,size=0xa4) addr:0x20c0f9c
func_ov000_020c10a0 kind:function(arm,size=0x34) addr:0x20c1040
func_ov000_020c10d4 kind:function(arm,size=0x350) addr:0x20c1074
func_ov000_020c1424 kind:function(arm,size=0x2c) addr:0x20c13c4
func_ov000_020c1450 kind:function(arm,size=0xb0) addr:0x20c13f0
_ZN19Actor_UnkStruct_020C1Ev kind:function(arm,size=0x54) addr:0x20c14a0
_ZN5ActorC2Ev kind:function(arm,size=0x1c4) addr:0x20c14f4
_ZN5ActorD1Ev kind:function(arm,size=0x4) addr:0x20c16b8
_ZN5ActorD0Ev kind:function(arm,size=0x14) addr:0x20c16bc
_ZN5ActorD2Ev kind:function(arm,size=0x4) addr:0x20c16d0
_ZN5Actor8vfunc_08Ev kind:function(arm,size=0x8) addr:0x20c16d4
_ZN5Actor8vfunc_0cEv kind:function(arm,size=0x4) addr:0x20c16dc
_ZN5Actor8vfunc_10Ej kind:function(arm,size=0x4) addr:0x20c16e0
_ZN5Actor8vfunc_24Ev kind:function(arm,size=0x4) addr:0x20c16e4
_ZN5Actor8vfunc_28Ev kind:function(arm,size=0x4) addr:0x20c16e8
_ZN5Actor12GetOffsetPosEP5Vec3p kind:function(arm,size=0x30) addr:0x20c16ec
_ZN5Actor8vfunc_38Ev kind:function(arm,size=0xc) addr:0x20c171c
_ZN5Actor18func_ov00_020c1788Ev kind:function(arm,size=0x20) addr:0x20c1728
_ZN5Actor8vfunc_2cEv kind:function(arm,size=0x8) addr:0x20c1748
_ZN5Actor8vfunc_30Ev kind:function(arm,size=0x8) addr:0x20c1750
_ZN5Actor8vfunc_14Ej kind:function(arm,size=0x4) addr:0x20c1758
_ZN5Actor8vfunc_18Ej kind:function(arm,size=0x18) addr:0x20c175c
_ZN5Actor8vfunc_1cEPt kind:function(arm,size=0xc0) addr:0x20c1774
_ZN5Actor8vfunc_20Ei kind:function(arm,size=0x4) addr:0x20c1834
_ZN5Actor10SetUnk_129Eb kind:function(arm,size=0x10) addr:0x20c1838
_ZN5Actor10SetUnk_11bEv kind:function(arm,size=0x1c) addr:0x20c1848
_ZN5Actor11SetVelocityEP5Vec3p kind:function(arm,size=0x38) addr:0x20c1864
_ZN5Actor8vfunc_60Ev kind:function(arm,size=0x8) addr:0x20c189c
_ZN5Actor8vfunc_64Ev kind:function(arm,size=0x4) addr:0x20c18a4
_ZN5Actor10SetUnk_11cEc kind:function(arm,size=0x8) addr:0x20c18a8
_ZN5Actor8vfunc_68Ev kind:function(arm,size=0x4) addr:0x20c18b0
_ZN5Actor8vfunc_6cEv kind:function(arm,size=0x8) addr:0x20c18b4
_ZN5Actor8vfunc_70Ev kind:function(arm,size=0x8) addr:0x20c18bc
_ZN5Actor8vfunc_74Ev kind:function(arm,size=0x4) addr:0x20c18c4
_ZN5Actor8vfunc_7cEv kind:function(arm,size=0x4) addr:0x20c18c8
_ZN5Actor8vfunc_78Ev kind:function(arm,size=0x8) addr:0x20c18cc
_ZN5Actor8vfunc_80Ev kind:function(arm,size=0x4) addr:0x20c18d4
_ZN5Actor8vfunc_84Ev kind:function(arm,size=0x4) addr:0x20c18d8
_ZN5Actor8vfunc_88Ev kind:function(arm,size=0x4) addr:0x20c18dc
_ZN5Actor8vfunc_8cEv kind:function(arm,size=0x8) addr:0x20c18e0
_ZN5Actor8vfunc_90Ev kind:function(arm,size=0x8) addr:0x20c18e8
_ZN5Actor8vfunc_94Ev kind:function(arm,size=0x4) addr:0x20c18f0
_ZN5Actor8vfunc_98Ev kind:function(arm,size=0x4) addr:0x20c18f4
_ZN5Actor8vfunc_9cEv kind:function(arm,size=0x4) addr:0x20c18f8
_ZN5Actor18func_ov00_020c195cEv kind:function(arm,size=0x30) addr:0x20c18fc
_ZN5Actor18func_ov00_020c198cEv kind:function(arm,size=0xa4) addr:0x20c192c
_ZN17KillPickupsFilter6FilterEP5Actor kind:function(arm,size=0xe8) addr:0x20c19d0
_ZN5Actor20KillPickupItemActorsEv kind:function(arm,size=0x54) addr:0x20c1ab8
_ZN5Actor15TrySetTransformEP9Transform kind:function(arm,size=0x48) addr:0x20c1b0c
_ZN5Actor12SetTransformEP9Transform kind:function(arm,size=0x44) addr:0x20c1b54
_ZN5Actor8vfunc_a8Ev kind:function(arm,size=0x4) addr:0x20c1b98
_ZN5Actor18func_Ov00_020c1bfcEi kind:function(arm,size=0x24) addr:0x20c1b9c
_ZN5Actor18func_ov00_020c1c20Eii kind:function(arm,size=0x28) addr:0x20c1bc0
_ZN5Actor8vfunc_48EP9Knockback kind:function(arm,size=0x8) addr:0x20c1be8
_ZN5Actor8vfunc_4cEPi kind:function(arm,size=0x44) addr:0x20c1bf0
_ZN5Actor10IsNearLinkEv kind:function(arm,size=0x64) addr:0x20c1c34
_ZN5Actor18func_ov00_020c1cf8Ev kind:function(arm,size=0x60) addr:0x20c1c98
_ZN5Actor18func_ov00_020c1d58Ev kind:function(arm,size=0x48) addr:0x20c1cf8
_ZN5Actor18func_ov00_020c1da0EiP5Vec3p kind:function(arm,size=0x8c) addr:0x20c1d40
_ZN5Actor18func_ov00_020c1e2cEiP5Vec3p kind:function(arm,size=0xcc) addr:0x20c1dcc
_ZN5Actor18func_ov00_020c1ef8EP8CylinderP5Vec3pii kind:function(arm,size=0x64) addr:0x20c1e98
_ZN5Actor18func_ov00_020c1f5cEP5Vec3pS1_iS1_hi kind:function(arm,size=0x6c) addr:0x20c1efc
_ZN5Actor18func_ov00_020c1fc8Ej kind:function(arm,size=0x270) addr:0x20c1f68
_ZN5Actor18CollidesWithShieldEP8Cylinder kind:function(arm,size=0x80) addr:0x20c21d8
_ZN5Actor18CollidesWithPlayerEj kind:function(arm,size=0x10c) addr:0x20c2258
_ZN5Actor18func_ov00_020c23c4EP8ActorRefPS_ kind:function(arm,size=0x10) addr:0x20c2364
_ZN5Actor18func_ov00_020c23d4EP8ActorRefPS_P8Cylinder kind:function(arm,size=0x68) addr:0x20c2374
_ZN5Actor18func_ov00_020c243cEPjPPS_ kind:function(arm,size=0x308) addr:0x20c23dc
_ZN5Actor12CollidesWithEPS_ kind:function(arm,size=0x64) addr:0x20c26e4
_ZN5Actor18func_ov00_020c27a8Ei kind:function(arm,size=0x3c) addr:0x20c2748
_ZN5Actor16CollidesWithLinkEv kind:function(arm,size=0x38) addr:0x20c2784
_ZN5Actor16IsFollowedByLinkEv kind:function(arm,size=0x24) addr:0x20c27bc
_ZN5Actor14StopLinkFollowEv kind:function(arm,size=0x24) addr:0x20c27e0
_ZN5Actor9IsGrabbedEv kind:function(arm,size=0x28) addr:0x20c2804
_ZN5Actor12XzDistanceToEP5Vec3p kind:function(arm,size=0x48) addr:0x20c282c
_ZN5Actor14DistanceToLinkEv kind:function(arm,size=0x18) addr:0x20c2874
_ZN5Actor16XzDistanceToLinkEv kind:function(arm,size=0x4c) addr:0x20c288c
_ZN5Actor10GetAngleToEP5Vec3p kind:function(arm,size=0x3c) addr:0x20c28d8
_ZN5Actor14GetAngleToLinkEv kind:function(arm,size=0x14) addr:0x20c2914
_ZN5Actor18func_ov00_020c2988EP5Vec3piS1_ kind:function(arm,size=0x50) addr:0x20c2928
_ZN5Actor14ResetWallTouchEv kind:function(arm,size=0x14) addr:0x20c2978
_ZN5Actor18func_ov00_020c29ecEi kind:function(arm,size=0x20) addr:0x20c298c
_ZN5Actor9GetHitboxEP8Cylinder kind:function(arm,size=0xf4) addr:0x20c29ac
_ZN5Actor10GetUnk_08cEP8Cylinder kind:function(arm,size=0xf4) addr:0x20c2aa0
_ZN5Actor20IncreaseActiveFramesEv kind:function(arm,size=0x18) addr:0x20c2b94
_ZN5Actor18func_ov00_020c2c0cEv kind:function(arm,size=0x64) addr:0x20c2bac
_ZN5Actor18func_ov00_020c2c70Ev kind:function(arm,size=0xd4) addr:0x20c2c10
_ZN5Actor17GetEquipBoomerangEv kind:function(arm,size=0x10) addr:0x20c2ce4
_ZN5Actor18func_ov00_020c2d54Ev kind:function(arm,size=0x90) addr:0x20c2cf4
_ZN5Actor18func_ov00_020c2de4Ev kind:function(arm,size=0x98) addr:0x20c2d84
_ZN5Actor18func_ov00_020c2e7cEv kind:function(arm,size=0x40) addr:0x20c2e1c
_ZN5Actor18func_ov00_020c2ebcEv kind:function(arm,size=0x18) addr:0x20c2e5c
_ZN5Actor18func_ov00_020c2ed4Ev kind:function(arm,size=0x130) addr:0x20c2e74
_ZN5Actor15IsHitboxTouchedEb kind:function(arm,size=0x6c) addr:0x20c2fa4
_ZN5Actor12ApplyGravityEv kind:function(arm,size=0x24) addr:0x20c3010
_ZN5Actor18func_ov00_020c3094Ev kind:function(arm,size=0x78) addr:0x20c3034
_ZN5Actor6GetPosEv kind:function(arm,size=0x8) addr:0x20c30ac
_ZN5Actor8vfunc_54Ev kind:function(arm,size=0x4) addr:0x20c30b4
_ZN5Actor18func_ov00_020c3118Es kind:function(arm,size=0x24) addr:0x20c30b8
_ZN5Actor18func_ov00_020c313cEj kind:function(arm,size=0x1c) addr:0x20c30dc
_ZN5Actor18func_ov00_020c3158Ev kind:function(arm,size=0x28) addr:0x20c30f8
_ZN5Actor4KillEv kind:function(arm,size=0x20) addr:0x20c3120
_ZN5Actor12KillInBoundsEv kind:function(arm,size=0x20) addr:0x20c3140
_ZN5Actor18func_ov00_020c31c0Ei kind:function(arm,size=0x28) addr:0x20c3160
_Z14vfunc_ac_ThunkP5Actor kind:function(arm,size=0x14) addr:0x20c3188
_ZN5Actor8vfunc_acEv kind:function(arm,size=0x4) addr:0x20c319c
_ZN5Actor18func_ov00_020c3200Ei kind:function(arm,size=0x2c) addr:0x20c31a0
_ZN5Actor8vfunc_b0Ev kind:function(arm,size=0x4) addr:0x20c31cc
_ZN5Actor10GetLinkPosEP5Vec3p kind:function(arm,size=0x60) addr:0x20c31d0
_ZN5Actor15GetLinkDummyPosEP5Vec3p kind:function(arm,size=0x98) addr:0x20c3230
_ZN19Actor_UnkStruct_09cC2Ev kind:function(arm,size=0x20) addr:0x20c32c8
func_ov000_020c3348 kind:function(arm,size=0x24) addr:0x20c32e8
func_ov000_020c336c kind:function(thumb,size=0x1c) addr:0x20c330c
func_ov000_020c3388 kind:function(thumb,size=0x28) addr:0x20c3328
func_ov000_020c33b0 kind:function(thumb,size=0x24) addr:0x20c3350
_ZN12ActorManager11DeleteActorEjb kind:function(arm,size=0xb0) addr:0x20c3374
_ZN12ActorManager18func_ov00_020c3484EP8ActorRefPS_i kind:function(arm,size=0xf8) addr:0x20c3424
_ZN12ActorManager14Actor_vfunc_10Ej kind:function(arm,size=0x5c) addr:0x20c351c
_ZN12ActorManager13FindActorByIdEi kind:function(arm,size=0x9c) addr:0x20c3578
_ZN12ActorManager8GetActorEP8ActorRef kind:function(arm,size=0x40) addr:0x20c3614
_ZN11FilterActor6FilterEP5Actor kind:function(arm,size=0x138) addr:0x20c3654
_ZN12ActorManager12FilterActorsEP15FilterActorBaseP9ActorList kind:function(arm,size=0xa8) addr:0x20c378c
_ZN12ActorManager15FindActorByTypeEP8ActorRefPS_j kind:function(arm,size=0x68) addr:0x20c3834
_ZN12ActorManager22FindNearestActorOfTypeEP8ActorRefPS_jP5Vec3p kind:function(arm,size=0x90) addr:0x20c389c
_ZN12ActorManager18func_ov00_020c398cEj kind:function(arm,size=0x10) addr:0x20c392c
_ZN12ActorManager18func_ov00_020c399cEjP8Cylinder kind:function(arm,size=0x10) addr:0x20c393c
_ZN12ActorManager18func_ov00_020c39acEiPKjb kind:function(arm,size=0x180) addr:0x20c394c
_ZN12ActorManager18func_ov00_020c3b2cEPi kind:function(arm,size=0x84) addr:0x20c3acc
_ZN12ActorManager18func_ov00_020c3bb0EiPi kind:function(arm,size=0x138) addr:0x20c3b50
_ZN12ActorManager18func_ov00_020c3ce8Eib kind:function(arm,size=0xe8) addr:0x20c3c88
_ZN12ActorManager14Actor_vfunc_28Ev kind:function(arm,size=0x4c) addr:0x20c3d70
_ZN12ActorManager16ActorTypeIsOneOfEjPKj kind:function(arm,size=0x38) addr:0x20c3dbc
func_ov000_020c3e54 kind:function(arm,size=0x8) addr:0x20c3df4
func_ov000_020c3e5c kind:function(arm,size=0x54) addr:0x20c3dfc
func_ov000_020c3eb0 kind:function(arm,size=0x40) addr:0x20c3e50
func_ov000_020c3ef0 kind:function(arm,size=0x18) addr:0x20c3e90
func_ov000_020c3f08 kind:function(arm,size=0x34) addr:0x20c3ea8
func_ov000_020c3f3c kind:function(arm,size=0x18) addr:0x20c3edc
func_ov000_020c3f54 kind:function(arm,size=0x48) addr:0x20c3ef4
_ZN12ActorSpawner6CreateEv kind:function(arm,size=0x38) addr:0x20c3f3c
_ZN12ActorSpawner7DestroyEv kind:function(arm,size=0x38) addr:0x20c3f74
_ZN12ActorSpawnerC1Ev kind:function(arm,size=0x4) addr:0x20c3fac
_ZN12ActorSpawnerD1Ev kind:function(arm,size=0x4) addr:0x20c3fb0
_ZN12ActorSpawner19func_ov000_020c4014Ev kind:function(arm,size=0x4) addr:0x20c3fb4
_ZN12ActorSpawner19func_ov000_020c4018Ev kind:function(arm,size=0x4) addr:0x20c3fb8
_ZN12ActorSpawner11CreateActorEj kind:function(arm,size=0x2c) addr:0x20c3fbc
_ZN12ActorSpawner5SpawnEjP5Vec3pPvP8ActorRef kind:function(arm,size=0x290) addr:0x20c3fe8
func_ov000_020c42d8 kind:function(arm,size=0x14) addr:0x20c4278
func_ov000_020c42ec kind:function(arm,size=0x30) addr:0x20c428c
func_ov000_020c431c kind:function(arm,size=0x6c) addr:0x20c42bc
func_ov000_020c4388 kind:function(arm,size=0x40) addr:0x20c4328
func_ov000_020c43c8 kind:function(arm,size=0x1c0) addr:0x20c4368
func_ov000_020c4588 kind:function(arm,size=0x28) addr:0x20c4528
func_ov000_020c45b0 kind:function(arm,size=0x14) addr:0x20c4550
func_ov000_020c45c4 kind:function(arm,size=0x84) addr:0x20c4564
func_ov000_020c4648 kind:function(arm,size=0x84) addr:0x20c45e8
func_ov000_020c46cc kind:function(arm,size=0x80) addr:0x20c466c
func_ov000_020c474c kind:function(arm,size=0x80) addr:0x20c46ec
func_ov000_020c47cc kind:function(arm,size=0x20) addr:0x20c476c
func_ov000_020c47ec kind:function(arm,size=0xac) addr:0x20c478c
func_ov000_020c4898 kind:function(arm,size=0x68) addr:0x20c4838
func_ov000_020c4900 kind:function(arm,size=0x24) addr:0x20c48a0
func_ov000_020c4924 kind:function(arm,size=0x1c4) addr:0x20c48c4
func_ov000_020c4ae8 kind:function(arm,size=0x118) addr:0x20c4a88
func_ov000_020c4c00 kind:function(arm,size=0x15c) addr:0x20c4ba0
func_ov000_020c4d5c kind:function(arm,size=0x188) addr:0x20c4cfc
func_ov000_020c4ee4 kind:function(arm,size=0x14) addr:0x20c4e84
func_ov000_020c4ef8 kind:function(arm,size=0x64) addr:0x20c4e98
func_ov000_020c4f5c kind:function(arm,size=0x60) addr:0x20c4efc
func_ov000_020c4fbc kind:function(arm,size=0x2c) addr:0x20c4f5c
func_ov000_020c4fe8 kind:function(arm,size=0x2c) addr:0x20c4f88
func_ov000_020c5014 kind:function(arm,size=0xc0) addr:0x20c4fb4
func_ov000_020c50d4 kind:function(arm,size=0x10) addr:0x20c5074
func_ov000_020c50e4 kind:function(arm,size=0xc) addr:0x20c5084
func_ov000_020c50f0 kind:function(arm,size=0xc) addr:0x20c5090
func_ov000_020c50fc kind:function(arm,size=0x10) addr:0x20c509c
func_ov000_020c510c kind:function(arm,size=0xc) addr:0x20c50ac
func_ov000_020c5118 kind:function(arm,size=0xc) addr:0x20c50b8
func_ov000_020c5124 kind:function(arm,size=0x2c) addr:0x20c50c4
func_ov000_020c5150 kind:function(arm,size=0xc) addr:0x20c50f0
func_ov000_020c515c kind:function(arm,size=0x30) addr:0x20c50fc
func_ov000_020c518c kind:function(arm,size=0x44) addr:0x20c512c
func_ov000_020c51d0 kind:function(arm,size=0x5c) addr:0x20c5170
func_ov000_020c522c kind:function(arm,size=0x5c) addr:0x20c51cc
func_ov000_020c5288 kind:function(arm,size=0xa8) addr:0x20c5228
func_ov000_020c5330 kind:function(arm,size=0x44) addr:0x20c52d0
func_ov000_020c5374 kind:function(arm,size=0x3c) addr:0x20c5314
func_ov000_020c53b0 kind:function(arm,size=0x38) addr:0x20c5350
func_ov000_020c53e8 kind:function(arm,size=0x7c) addr:0x20c5388
func_ov000_020c5464 kind:function(arm,size=0x3c) addr:0x20c5404
func_ov000_020c54a0 kind:function(arm,size=0xec) addr:0x20c5440
func_ov000_020c558c kind:function(arm,size=0xcc) addr:0x20c552c
func_ov000_020c5658 kind:function(arm,size=0x14) addr:0x20c55f8
func_ov000_020c566c kind:function(arm,size=0x6c) addr:0x20c560c
func_ov000_020c56d8 kind:function(arm,size=0x9c) addr:0x20c5678
func_ov000_020c5774 kind:function(arm,size=0x88) addr:0x20c5714
func_ov000_020c57fc kind:function(arm,size=0x128) addr:0x20c579c
func_ov000_020c5924 kind:function(arm,size=0x100) addr:0x20c58c4
_Z13GetRupeeValuej kind:function(arm,size=0x38) addr:0x20c59c4
func_ov000_020c5a5c kind:function(arm,size=0xd8) addr:0x20c59fc
func_ov000_020c5b34 kind:function(arm,size=0xb8) addr:0x20c5ad4
func_ov000_020c5bec kind:function(arm,size=0x40) addr:0x20c5b8c
func_ov000_020c5c2c kind:function(arm,size=0x38) addr:0x20c5bcc
func_ov000_020c5c64 kind:function(arm,size=0x34) addr:0x20c5c04
func_ov000_020c5c98 kind:function(arm,size=0x4c) addr:0x20c5c38
func_ov000_020c5ce4 kind:function(arm,size=0x50) addr:0x20c5c84
func_ov000_020c5d34 kind:function(arm,size=0x40) addr:0x20c5cd4
func_ov000_020c5d74 kind:function(arm,size=0xac) addr:0x20c5d14
func_ov000_020c5e20 kind:function(arm,size=0x34) addr:0x20c5dc0
func_ov000_020c5e54 kind:function(arm,size=0x4) addr:0x20c5df4
func_ov000_020c5e58 kind:function(arm,size=0x30) addr:0x20c5df8
func_ov000_020c5e88 kind:function(arm,size=0x38) addr:0x20c5e28
func_ov000_020c5ec0 kind:function(arm,size=0x5c) addr:0x20c5e60
func_ov000_020c5f1c kind:function(arm,size=0x18) addr:0x20c5ebc
func_ov000_020c5f34 kind:function(arm,size=0x4c) addr:0x20c5ed4
func_ov000_020c5f80 kind:function(arm,size=0x40) addr:0x20c5f20
func_ov000_020c5fc0 kind:function(arm,size=0x64) addr:0x20c5f60
func_ov000_020c6024 kind:function(arm,size=0x28) addr:0x20c5fc4
func_ov000_020c604c kind:function(arm,size=0x30) addr:0x20c5fec
func_ov000_020c607c kind:function(arm,size=0x98) addr:0x20c601c
func_ov000_020c6114 kind:function(arm,size=0x50) addr:0x20c60b4
func_ov000_020c6164 kind:function(arm,size=0x18c) addr:0x20c6104
func_ov000_020c62f0 kind:function(arm,size=0x1e8) addr:0x20c6290
func_ov000_020c64d8 kind:function(arm,size=0x30) addr:0x20c6478
func_ov000_020c6508 kind:function(arm,size=0x30) addr:0x20c64a8
func_ov000_020c6538 kind:function(arm,size=0x184) addr:0x20c64d8
func_ov000_020c66bc kind:function(arm,size=0x14) addr:0x20c665c
func_ov000_020c66d0 kind:function(arm,size=0x14) addr:0x20c6670
func_ov000_020c66e4 kind:function(arm,size=0xa4) addr:0x20c6684
func_ov000_020c6788 kind:function(arm,size=0xc) addr:0x20c6728
func_ov000_020c6794 kind:function(arm,size=0xa4) addr:0x20c6734
func_ov000_020c6838 kind:function(arm,size=0xd0) addr:0x20c67d8
func_ov000_020c6908 kind:function(arm,size=0x20) addr:0x20c68a8
func_ov000_020c6928 kind:function(arm,size=0x4) addr:0x20c68c8
func_ov000_020c692c kind:function(arm,size=0x14) addr:0x20c68cc
func_ov000_020c6940 kind:function(arm,size=0x34) addr:0x20c68e0
func_ov000_020c6974 kind:function(arm,size=0x2c) addr:0x20c6914
func_ov000_020c69a0 kind:function(arm,size=0x2c) addr:0x20c6940
func_ov000_020c69cc kind:function(arm,size=0x1c) addr:0x20c696c
func_ov000_020c69e8 kind:function(arm,size=0x1c0) addr:0x20c6988
func_ov000_020c6ba8 kind:function(arm,size=0xd0) addr:0x20c6b48
func_ov000_020c6c78 kind:function(arm,size=0x30) addr:0x20c6c18
func_ov000_020c6ca8 kind:function(arm,size=0x38) addr:0x20c6c48
func_ov000_020c6ce0 kind:function(arm,size=0x8) addr:0x20c6c80
func_ov000_020c6ce8 kind:function(arm,size=0x4c) addr:0x20c6c88
func_ov000_020c6d34 kind:function(arm,size=0x48) addr:0x20c6cd4
func_ov000_020c6d7c kind:function(arm,size=0x20) addr:0x20c6d1c
func_ov000_020c6d9c kind:function(arm,size=0x6c) addr:0x20c6d3c
func_ov000_020c6e08 kind:function(arm,size=0x28) addr:0x20c6da8
func_ov000_020c6e30 kind:function(arm,size=0x5c) addr:0x20c6dd0
func_ov000_020c6e8c kind:function(arm,size=0x7c) addr:0x20c6e2c
func_ov000_020c6f08 kind:function(arm,size=0x58) addr:0x20c6ea8
func_ov000_020c6f60 kind:function(arm,size=0x80) addr:0x20c6f00
func_ov000_020c6fe0 kind:function(arm,size=0xcc) addr:0x20c6f80
func_ov000_020c70ac kind:function(arm,size=0xa8) addr:0x20c704c
func_ov000_020c7154 kind:function(arm,size=0xa8) addr:0x20c70f4
func_ov000_020c71fc kind:function(arm,size=0x68) addr:0x20c719c
func_ov000_020c7264 kind:function(arm,size=0x60) addr:0x20c7204
func_ov000_020c72c4 kind:function(arm,size=0x8c) addr:0x20c7264
func_ov000_020c7350 kind:function(arm,size=0x68) addr:0x20c72f0
func_ov000_020c73b8 kind:function(arm,size=0xcc) addr:0x20c7358
func_ov000_020c7484 kind:function(arm,size=0x24) addr:0x20c7424
func_ov000_020c74a8 kind:function(arm,size=0x20) addr:0x20c7448
func_ov000_020c74c8 kind:function(arm,size=0x20) addr:0x20c7468
func_ov000_020c74e8 kind:function(arm,size=0x20) addr:0x20c7488
func_ov000_020c7508 kind:function(arm,size=0x20) addr:0x20c74a8
func_ov000_020c7528 kind:function(arm,size=0xcc) addr:0x20c74c8
func_ov000_020c75f4 kind:function(arm,size=0x28) addr:0x20c7594
func_ov000_020c761c kind:function(arm,size=0x14) addr:0x20c75bc
func_ov000_020c7630 kind:function(arm,size=0x104) addr:0x20c75d0
func_ov000_020c7734 kind:function(arm,size=0x30) addr:0x20c76d4
func_ov000_020c7764 kind:function(arm,size=0x778) addr:0x20c7704
func_ov000_020c7edc kind:function(arm,size=0xbc) addr:0x20c7e7c
func_ov000_020c7f98 kind:function(arm,size=0xb8) addr:0x20c7f38
func_ov000_020c8050 kind:function(arm,size=0x348) addr:0x20c7ff0
func_ov000_020c8398 kind:function(arm,size=0x24) addr:0x20c8338
